FENTANYL,0.05 mg/ml,"Induction and maintenance of anesthesia, analgesia (preoperative and post-operative)","Hypersensitivity, myasthenia gravis,
within 2 hours of MAOI use. Pregnancy, breast feeding, geriatric patients,
increased ICP, seizure disorders, cardiac dysrhythmias, severe respiratory
disorders. Do not use fentanyl within 2 weeks of use of MAOIs","• IV for spontaneous respiration: Adult: 50-100 μg then 50 μg as required;
children: 3-5 μg/kg, then 1 μg as required;
• For assisted ventilation: Adult: 0.3-3.5 mg then 100-200 μg as required;
children:15 μg/kg, then 1-3 μg as required","confusion, delirium or sometimes paradoxical excitation,
post-operative depression and drowsiness, bradycardia, arrest, hypotension
or HTN, arrhythmias, respiratory depression, arrest, laryngospasm, blurred
vision, double vision, miosis, nausea, vomiting, constipation, biliary spasm,
urinary retention, rash, diaphoresis, muscle rigidity","With MAOI, may produce unpredictable,
potentially fatal reactions. CYP3A4 inhibitors increase plasma levels leading
to increased risk of CNS and respiratory depression.
"
PANCURONIUM,Solution: 2 mg/ml in 2 ml ampoule,"Neuromuscular blockade (long duration) during surgery/
intubation/ intensive care","Avoid in neuromuscular disease,
hypersensitive to drug &/or bromides. For use ventilator support is mandatory.
Hepatic impairment: Possibly slower onset, higher dose requirement, and
prolonged recovery time. Renal impairment: prolonged duration of block. If
CrCl 10-50 mL/min then administer 50% normal dose, if CrCl <10 mL/min
then avoid use. Pregnancy (C)","• Neuromuscular blockade (long duration) during surgery and intubation:
intravenous injection, adult: Initially 100 mcg/kg, then 20 mcg/kg as
required
• Neuromuscular blockade (long duration) during intensive care: intravenous
injection, adult: Initially 100 mcg/kg, initial dose is optional, then 60 mcg/
kg every 60–90 minutes. Doses at extremes of body-weight: To avoid
excessive dosage in obese patients, dose should be calculated on the basis
of ideal bodyweight"," Acute myopathy (after prolonged use in intensive care),
hypertension, tachycardia","With or following an opioid, sedative or
anesthetic agent- additive/synergistic effects"
ROCURONIUM BROMIDE ,Solution: 10 mg/ml,"Neuromuscular blockade (intermediate duration) during
surgery/ intubation/ intensive care
","Avoid in neuromuscular disease,
hypersensitive to drug &/or bromides. For use ventilator support is
mandatory. Hepatic impairment: reduce dose. Renal impairment: reduce
maintenance dose; prolonged paralysis. Pregnancy (C)","• Neuromuscular blockade (intermediate duration) during surgery and
intubation: intravenous injection, adult: Initially 600 mcg/kg; intravenous
injection maintenance 150 mcg/kg, OR intravenous infusion, adult:
maintenance 300–600 mcg/kg/hour, adjusted according to response.
Intravenous injection, elderly: Initially 600 mcg/kg, maintenance 75–100
mcg /kg, OR maintenance (intravenous infusion) up to 400 mcg/kg/hour,
adjusted according to response.
• Neuromuscular blockade (intermediate duration) during intensive care:
intravenous injection, adult: Initially 600 mcg/kg, initial dose is optional;
intravenous infusion maintenance 300–600 mcg/kg/hour for first hour,
then by intravenous infusion, adjusted according to response.
• To avoid excessive dosage in obese patients, dose should be calculated on
the basis of ideal bodyweight.","Anaphylactoid reactions, acute myopathy (after prolonged
use in intensive care), bronchospasm, hypotension, skin flushing, tachycardia","With or following an opioid, sedative or
anesthetic agent- additive/synergistic effects"
NEOSTIGMINE,"Tablet: 15 mg. Solution for injection: 2.5 mg/ml
ampoules, 10 mg/ml in 50mg/5ml vials","Treatment of myasthenia gravis, reversal of non-depolarising
(competitive) neuromuscular blockade","Renal impairment: reduce dose. Pregnancy
and breast feeding: use with caution","• Treatment of myasthenia gravis: oral, adult: Initially 15-30 mg, dose repeated
at suitable intervals throughout the day, total daily dose 75–300 mg,
maximum dose: 180 mg daily. Subcutaneous injection or by intramuscular
injection, adult: 1-2.5 mg, dose repeated at suitable intervals throughout
the day (usual total daily dose 5–20 mg)
• Reversal of non-depolarising (competitive) neuromuscular blockade:
intravenous injection, adult: 2.5 mg (max. per dose 5 mg), repeated if
necessary after or with glycopyrronium or atropine, to be given over 1
minute","Anaphylactoid reactions, acute myopathy (after
prolongeduse in intensive care), bronchospasm, hypotension, skin flushing,
tachycardia"," With or following an opioid, sedative or
anesthetic agent- additive/synergistic effects"
ALLOPURINOL,"Tablets: 100 mg, 300 mg","Primary hyperuricemia of gout, secondary hyperuricemia due to
haematological malignancies or anti-neoplastic therapy; especially useful for
high uric acid levels and recurrent renal stones.","Known hypersensitivity. Caution use in
pregnancy, breast feeding, hepatic and renal impairment, elderly and children.
Liberal fluid intake is advocated during treatment. Pregnancy category C.
Risk of hypersensitivity may increase with concomitant administration of
thiazides. ","• Adults: 300 mg/ day after meal, gradually increased at weekly intervals to
maximum of 800 mg/day, maintenance dose: 200- 300 mg in mild case,
400-600 mg in moderate to severe case
• Children: use only if benefit outweighs risk 150-300 mg/day once daily","Nausea, vomiting, diarrhoea, gastric irritation,
maculopapular rash, rarely exfoliative dermatitis and Steven’s Johnson
syndrome, arthralgia, myalgia, fever, malaise, aplastic anaemia, alopecia,
acute hepatic failure, intestinal nephritis.","Risk of hypersensitivity increased with aspirin,
azathioprine, benazepril, captopril, dienogest/estradiol valerate, enalapril,
ethinylestradiol, levonorgestrel intrauterine/oral, medroxyprogesterone,
theophylline, valproic acid, warfarin. During concomitant treatment, reduce
dosages of azathioprine and mercaptopurine to 25-33% of usual.
Patient information: Maintain fluid intake necessary to yield urine output of
at least 2 L/day in adults."
COLCHICINE,Tablet: 0.5 mg,"Treatment of acute gout, prophylaxis of recurrent acute attacks,
during initiation of allopurinol therapy."," Known hypersensitivity, previous failed
response, blood disorders, GI disturbance, renal diseases, elderly, cardiac
disease, pregnancy (C), lactation.","• Acute: 1 mg initially followed by 0.25-0.5 mg 2-3 hourly until attack is
controlled/ diarrhoea starts (max. dose 4 mg)
• Prophylaxis: 0.5 mg/day, short-term prophylaxis during initial allopurinol
(0.5 mg BD)"," GI disturbance, bloody diarrhoea, abdominal cramps, toxic
doses cause kidney damage, intestinal bleeding, CNS depression, respiratory
failure, muscular paralysis, chronic therapy cause agranulocytosis, myopathy
and hair loss","Clarithromycin, darunavir, itraconazole,
ritonavir, telithromycin aspirin, atorvastatin, carbamazepine.
Patient information: Take medicine with meal. Do a routine blood test in
between medication. Report if bloody diarrhoea occurs"
FEBUXOSTAT,"Tablet: 40 mg, 80 mg.", Chronic gout.,"Co-administration with theophylline,
pregnancy (C), azathioprine, mercaptopurine, congestive heart failure,
ischemic heart disorders, transplant recipients, monotherapy in acute gouty
arthritis. ","Initially: oral - 40 mg/day; maintenance: 40-80 mg/
day (increased if serum uric acid>6 mg/ml after 2 weeks, use prophylactic
colchicine or NSAID for at least 3 months after starting febuxostat to avoid
precipitating acute attack)."," Elevated liver function tests, GI disturbances, headache,
oedema, rash, other uncommon like arthralgia, atrial fibrillation, bronchitis.
","Azathioprine, mercaptopurine, theophylline
(increases their level so contraindicated).
Patient information: Lab and/or medical tests (such as uric acid blood levels,
liver function tests) may be done while you are taking this medication."
PROBENECID,Tablet: 500 mg,"Chronic gout, secondary hyperuricemia due to drugs or
diseases, prolong penicillin action in subacute bacterial endocarditis (SABE)
and gonorrhoea"," Peptic ulcer, hypersensitivity, history of
renal calculi, renal impairment, may precipitate an acute gouty attack, used
concomitantly with NSAID or colchicine, pregnancy (B), lactation. ","Gout: 250 mg BD x 1 week followed by 500 mg BD
 Gonorrhoea: 1 g oral with 2 g cefotaxime IM BD",": Gastric irritation, hypersensitivity, overdose: - seizures and
respiratory failure",
SULPHINPYRAZONE,Tablet: 100 mg and 200 mg,"Chronic gout, secondary hyperuricemia due to drugs or
diseases, prolong penicillin action in subacute bacterial endocarditis (SABE)
and gonorrhoea"," Peptic ulcer, hypersensitivity, history of
renal calculi, renal impairment, may precipitate an acute gouty attack, used
concomitantly with NSAID or colchicine, pregnancy (B), lactation. "," 100-200 mg/day taken with food initially; increased to
600-800 mg/day over 2-3 weeks. Continue till serum acid concentration is
normal then reduce dose for maintenance","Acute renal failure, GI bleeding and ulceration, elevated
liver enzymes, jaundice, hypersensitivity.",
HYDROXYCHOLOROQUINE SULFATE (HCQs,Tablet: 200 mg,"Early and mild acute rheumatoid arthritis, dermatologic
conditions caused or aggravated by sunlight.","Hypersensitivity to 4-aminoquinoline
derivatives, retinal or visual field changes 4-aminoquinoline compounds,
long term therapy in children, pregnancy (C). Acute porphyria, elderly,
G6PD deficiency, neurological disorders (especially in history of epilepsy),
may aggravate myasthenia gravis, psoriasis, shouldn’t be used for psoriatic
arthritis, discontinue if ocular toxicity suspected, retinal changes may
progress even after cessation of therapy", Oral- 400mg once daily 4-6 weeks; maintenance dose200mg oral daily,"GI disturbances, headache, pruritus, rashes, skin reactions,
convulsions, discoloration of skin hair, nails and mucous membranes, ECG
changes, ototoxicity, retinal damage and keratopathy.", Avoid concurrent use of hepatotoxic drugs
LEFLUNOMIDE,"Tablet: 10 mg, 20mg","Active rheumatoid arthritis, active psoriatic arthritis","Active serious infection, severe
hypoproteinaemia, liver disease, hepatitis B or C seropositive, severe
immunodeficiencies, hypersensitivity to leflunomide, concomitant live virus
vaccine, pregnancy (X), lactation. Avoid in significant anaemia, old age","• Moderate to severe active rheumatoid arthritis and active psoriatic
arthritis: adult- 10-20mg once a day.
• Refractory polyarticular juvenile idiopathic arthritis: up to 10 mg once a day","Abdominal pain, diarrhoea, nausea, vomiting, hepatotoxicity,
rashes, dry skin, alopecia, pruritic, oral mucosal disorders, dizziness,
headache, hypertension, paraesthesia, leukopenia, thrombocytopenia,
tenosynovitis, malignant weight loss.","Hepatotoxic drugs, other DMARDS.
Patient information: Avoid pregnancy for 3 years if on leflunomide or
detoxification/drug wash out with cholestyramine advised."
METHOTREXATE,"Tablet: 2.5 mg, 5 mg , 7.5 mg, 10 mg and 15 mg;
Injection: 25 mg/ml","Rheumatoid arthritis, choriocarcinoma, acute leukaemia in
children, psoriasis, organ transplantation, juvenile idiopathic arthritis, active
scleroderma, musculoskeletal predominant SLE.
","Pregnancy (X), alcoholism, alcoholic liver
disease, immunodeficiency, pre-existing blood dyscrasias, hypersensitivity.
Elderly patient monitors closely for signs of hepatic, renal and bone marrow
toxicity (taking with folic acid 1 mg/day significantly reduces toxicity).
Pregnancy (X): Use folic acid 5 mg once a week preceding methotrexate.","• Severe active RA in adult resistant to 1st line treatment: adult -15 mg/week
to 25 mg/week (increases by 5 mg every 4 to 6weeks);
• Paediatrics: 5-7.5 mg/week to 15mg/week, increases by 2.5mg every 4 to 6
weeks"," Bone marrow toxicity causing pancytopenia, desquamation
and bleeding in GIT (mucositis). On long term use pneumonitis, pulmonary
fibrosis and hepatic cirrhosis.",
PENICILLAMINE,"Tablet: 250 mg; Capsule: 125 mg, 250 mg","Wilson’s disease, autoimmune hepatitis, cystinuria, chronic lead
and arsenic poisoning.","Lupus erythematosus, simultaneous
with gold therapy. Neurologic involvement in Wilson’s disease, hematologic
disorders, pregnancy category D","• Wilson’s disease: 1.5-2 g/day in divided doses, maintenance dose: 0.75-1g/
day for 1 year (max. 2g/day);
• Autoimmune hepatitis: 500mg/day in divided doses, increased slowly over
3 months to maintenance of 1.25g/day;
• cystinuria :1g/day individual doses",": Anorexia, nausea, taste loss, SLE and myasthenia gravis
may be precipitated, proteinuria and kidney damage, thrombocytopenia","Ferrous fumarate, ferrous gluconate, MgSO4
sodium bicarbonate."
SULFASALAZINE,Tablet: 500 mg,"Rheumatoid arthritis, inflammatory bowel disease, ankylosing
spondylitis, juvenile chronic arthritis","Porphyria, sulfer allergy. Caution in
bronchial asthma, blood dyscrasias, pregnancy category B (D if used for
prolonged periods or near term), increased risk of neural tube defects and
neonatal jaundice. ","• Rheumatoid arthritis: oral- 2-3 g/day (enteric coated)
• Crohn’s disease: 3-6 g/day"," Anorexia, nausea/vomiting, GI distress, headache,
reversible oligospermia, haemolytic anaemia, rash and pruritus.",
TOFACUTINIB,"Tablet: 5 mg, 11 mg extended release","Moderate to severe active RA with inadequate response to
methotrexate, psoriatic arthritis, refractory JIA and refractory seropositive
arthritis","Diverticulitis, lymphocytes <500/mm3
,
neutrophil <500/ mm3
 and Hb <8.0 g/dl. Pregnancy category C. ",5 mg twice a day or 11 mg once daily.,Infections,"Do not exceed 5 mg/day in renal and hepatic
impairment and when using with CYP3A4 inhibitors like fluconazole,
erythromycin and omeprazole. Do not give live vaccines. May produce
toxicity when coadministered with CYP3A4 inhibitors."
ACELECOFENAC,"Tablet: 100 mg, 200 mg (SR)","Rheumatoid arthritis, osteoarthritis, ankylosing spondylitis,
analgesic, fibromyalgia","Active gastro-intestinal bleeding, active
gastro-intestinal ulceration, history of gastrointestinal bleeding related to
previous NSAID therapy, history of gastro-intestinal perforation related to
previous NSAID therapy, history of recurrent gastro-intestinal haemorrhage",100 mg twice daily (child- not recommended),"Allergy and cross-sensitivity, exacerbation of symptoms
of asthma, angioedema, raised blood pressure, colitis, pancreatitis, hearing
disturbance, tinnitus, vertigo.","Oral anticoagulants, lithium oral hypoglycaemic
agents, phenytoin, methotrexate, digoxin, aminoglycosides.
"
ASPIRIN,"Tablets: 50 mg, 75 mg and 300 mg; Dispersible
tablets: 350 mg. ","Mild to moderate pain and fever, rheumatic fever. ","Haemophilia, previous or active peptic
ulcer, children and adolescents under 16 years, breast-feeding, gout, heart
disease, high blood pressure, congestive heart failure, erosive gastritis,
peptic ulcer, impaired renal and hepatic function, asthma, third trimester of
pregnancy. ","• Mild to moderate pain and pyrexia: 300-900 mg every 4-6 hours when
necessary, maximum 4 g daily; child and adolescent: not recommended.","Dyspepsia, epigastric distress, gastrointestinal bleeding,
mucosal lesions (erosive gastritis, gastric ulcer), tinnitus and hearing loss by
high dose aspirin, prolongation of bleeding time, hypersensitivity reactions
with skin rashes and asthma.","• Acetazolamide: Increased risk of toxicity with high-dose aspirin
• Antacids (Aluminum hydroxide, Magnesium hydroxide): Excretion of
acetylsalicylic acid increased by alkaline urine
• Dexamethasone: Increased risk of gastrointestinal bleeding and ulceration.
• Enalapril: Antagonism of hypotensive effect, risk of renal impairment when
acetylsalicylic acid given in doses of over 300mg daily.
• Heparin: Enhanced anticoagulant effect.
• Hydrocortisone: Increased risk of gastrointestinal bleeding and ulceration
• Ibuprofen: Avoid concomitant use (increased adverse effects); antiplatelet
effect of acetylsalicylic acid possibly reduced
• Methotrexate: Reduced excretion of methotrexate
• Metoclopramide: Enhanced effect of acetylsalicylic acid (increased rate of
absorption)
• Phenytoin: Enhancement of effect of phenytoin
• Prednisolone: Increased risk of gastrointestinal bleeding and ulceration
• Spironolactone: Antagonism of diuretic effect
• Valproate: Enhancement of effect of valproate
• Warfarin: Increased risk of bleeding due to antiplatelet effect
Patient information: Avoid alcohol ingestion, GI bleeding may occur. Report
symptoms of hepatotoxicity, renal toxicity, visual changes, ototoxicity,
allergic reactions, bleeding (long-term therapy)"
DICLOFENAC,"• Diclofenac sodium: Tablet: 50 mg and 100 mg; Injection: 25 mg/ml; Gel: 3%
• Diclofenac potassium: Tablet: 25 mg, 50 mg","Rheumatic disease, osteoarthritis, juvenile arthritis, acute gout,
post-operative pain, dysmenorrhea.","Active gastro-intestinal bleeding or
ulceration, cerebrovascular disease, history of gastro-intestinal bleeding or
perforation related to previous NSAID therapy, ischemic heart disease, heart
failure, peripheral arterial disease, third trimester of pregnancy, onset of
labour (delayed and duration may be increased), history of hypersensitivity
reactions to aspirin or other NSAIDS, breast-feeding, renal or cardiac or
hepatic impairment ","• Adult: oral-75-150 mg daily in 2-3 divided doses preferably after food, by
deep IM into the gluteal muscle;
• Acute exacerbations and postoperative pain: 75 mg once daily (twice daily
in severe cases) for maximum of 2 days;
• Ureteric colic: oral- 75 mg then a further 75 mg after 30 minutes if necessary
by IV-75 mg repeated after 4-6 hours for maximum 2 days.
• Maximum total dose by any route 150 mg.
• In child (1 year or over) for juvenile arthritis (oral): 1-3 mg/kg daily in divided
doses.","Hypersensitivity reactions like rashes, angioedema,
bronchospasm, dizziness, headache, drowsiness, fluid retention (precipitating
congestive heart failure) and raised blood pressure, gastro-intestinal
discomfort like nausea, vomiting, diarrhoea, gastro-intestinal ulceration
and bleeding, haematuria, hearing disturbances like tinnitus and vertigo,
insomnia, nervousness, renal failure (especially in patients with pre-existing
renal impairment), NSAIDs induced headache. ","Increase- Hyperkalaemia with potassiumsparing diuretics, increase- anticoagulant effect-anticoagulants, NSAIDs,
platelet inhibitors, salicylates, thrombolytics, SSRIs, increase-toxicityphenytoin, lithium, cyclosporine, methotrexate, digoxin, increases- GI side
effects-aspirin, other NSAIDs, bisphosphonates, corticosteroids; decreaseantihypertensive effect-beta-blockers, diuretics, ACE inhibitors, decreaseeffect of diuretic.
Patient information: To take with food, milk or antacids to avoid GI upset.
To avoid aspirin, alcoholic beverages, NSAIDs, or other over the counter
drugs medications unless approved by prescriber. Do not lie down for 15-
30min after taking medication. Monitor weight and report gain greater then
1kg/24hrs."
FLURBIPROFEN,"Tablets (coated): 50 mg, 100 mg and 200 mg.","Rheumatic disease, other musculoskeletal disorders"," Breast-feeding, renal or cardiac or hepatic
impairment; Lab test (Hgb, LFT, KFT, audiometry and eye test) should be
under taken regularly. Monitor for GI bleeding.","Oral- 150 -200 mg daily in divided doses, increased in
acute conditions to 300 mg daily.
• Dysmenorrhea: initially 100 mg then 50-100 mg every 4-6 hours, maximum
300 mg daily.","Similar to ibuprofen but more gastro-intestinal adverse
effects than ibuprofen.",
